key,value,reference value,description
not_supported_for_moving_out_resource,"На жаль, ця операція зараз неможлива. Повторіть спробу через деякий час або зв’яжіться з нами за допомогою.",Sorry this operation is not possible now. Please try again after some time or contact us for assistance.,Sorry this operation is not possible now. Please try again after some time or contact us for assistance.
login_mismatch_error,Помилка входу через неправильні облікові дані.,Login failed due to incorrect credentials.,Login failed due to incorrect credentials.
recaptcha_verification_failed,Не вдалося підтвердити повторну перевірку. Спробуйте ще раз,Recaptcha verification failed. Try again,Recaptcha verification failed. Try again
password_too_short,Ваш пароль повинен містити щонайменше 8 символів,Your password must have atleast 8 characters,Your password must have atleast 8 characters
invalid_url,Ой! Ця URL-адреса втратила чи дійсність.,Oops! This URL appears to be either expired or invalid.,Oops! This URL appears to be either expired or invalid.
portal_access_disabled_for,Доступ до порталу клієнтів відключений.,Customer portal access is disabled.,Customer portal access is disabled.
invalid_return_cancel_url,Ой! URL-адреса повернення або скасування недійсна.,Oops! The return or cancel URL is invalid.,Oops! The return or cancel URL is invalid.
portal_access_disabled_for_api,Доступ до клієнтського порталу через API вимкнено.,Customer portal access via API is disabled.,Customer portal access via API is disabled.
login_site_mismatch_error,"Перевірте ідентифікатор електронної пошти. Ця реєстрація працює лише в тому випадку, якщо ви вже є ""Абонентом"" цієї послуги.","Please verify the email id. This signup works only if you are already a ""Subscriber"" of this service.","Please verify the email id. This signup works only if you are already a ""Subscriber"" of this service."
same_password_error,Новий пароль не повинен бути поточним паролем,New password should not be the current password,New password should not be the current password
subscription_canceled ,"Це скасована передплата. Будь ласка, зв'яжіться з нами для отримання детальної інформації.",This is a cancelled subscription. Please contact us for more details.,This is a cancelled subscription. Please contact us for more details.
portal_session_status_not_supported,Активація сеансу порталу для цього запиту не підтримується.,Activating a portal session is not supported for this request.,Activating a portal session is not supported for this request.
password_not_valid,"Ваш пароль повинен містити щонайменше один прописний, малий символ і цифру","Your password must have atleast one uppercase character, lowercase character and a number","Your password must have atleast one uppercase character, lowercase character and a number"
setup_not_completed,Ви ще не налаштували обліковий запис порталу клієнтів. Для початку скористайтеся опцією «Зареєструватися».,You have not setup your customer portal account yet. Use the ''Sign Up'' option to get started.,You have not setup your customer portal account yet. Use the ''Sign Up'' option to get started.
invalid_otp_error,Помилка входу через неправильні облікові дані.,Login failed due to incorrect credentials.,Login failed due to incorrect credentials.
email_not_verified,Ви не підтвердили свою електронну адресу. Для початку скористайтеся опцією «Зареєструватися».,You have not verified your email. Use the ''Sign Up'' option to get started.,You have not verified your email. Use the ''Sign Up'' option to get started.
otp_mismatch_error,Недійсний одноразовий пароль,Invalid one time password,Invalid one time password
account_locked_error,Ваш обліковий запис заблоковано із міркувань безпеки.,Your account has been locked due to security reasons.,Your account has been locked due to security reasons.
portal_token_invalid,Токен порталу закінчився чи недійсний.,Portal token has been expired or invalid.,Portal token has been expired or invalid.
email_should_not_be_sent,Адресу електронної пошти заборонено оновлювати.,Email address is not allowed to be updated.,Email address is not allowed to be updated.
