key,value,reference value,description
invalid_charge_start_and_end,Prešlo neplatné obdobie. line_item.date_from musí byť pred line_item.date_to,Invalid term period passed. line_item.date_from must be before line_item.date_to,Invalid term period passed. line_item.date_from must be before line_item.date_to
xero_build_inprogress,Integrácia Xero je z dôvodu údržby dočasne vypnutá. Toto by malo byť za pár minút. Skúste to neskôr.,Xero integration is temporarily disabled for maintenance. This should be over in few minutes. Please try after sometime.,Xero integration is temporarily disabled for maintenance. This should be over in few minutes. Please try after sometime.
invalid_invoice_amount,Čiastka faktúry {0} by mala byť väčšia ako nula,Invoice Amount {0} should be greater than zero,Invoice Amount {0} should be greater than zero
record_payment_not_supported,{0},{0},{0}
max_size_reached,Prekročil maximálny limit platieb kartou na vrátenie peňazí,Exceeded maximum limit of card payments to refund,Exceeded maximum limit of card payments to refund
recurring_addon_not_supported,Opakujúci sa doplnok nie je možné pridať k čakajúcej faktúre.,Recurring addon cannot be added to pending invoice.,Recurring addon cannot be added to pending invoice.
hp_product_type_mismatch,"Ľutujeme, ale nemôžeme spracovať vašu požiadavku. Prosím, kontaktujte predajcu alebo obchodníka.","Sorry, we are unable process your request. Please get in touch with the seller/merchant.","Sorry, we are unable process your request. Please get in touch with the seller/merchant."
invalid_payment_amount,{0},{0},{0}
refund_amount_too_big,Zadaná suma je vyššia ako povolený limit „{0}“,Specified amount is greater than the allowed limit ''{0}'' ,The refund amount is greater than the invoice amount
invalid_invoice_state,{0},{0},{0}
xero_disabled,Integrácia Xero je pre váš web deaktivovaná. Ďalšie podrobnosti a pomoc získate na adrese support@chargebee.com.,Xero integration is disabled for your site. Please contact support@chargebee.com for further details and assistance.,Xero integration is disabled for your site. Please contact support@chargebee.com for further details and assistance.
no_card_present_for_refund,"Nie je možné spracovať požiadavku, pretože spôsob platby použitý pri tejto transakcii bol vymazaný.",Cannot process request as the payment method used for this transaction has been cleared.,Cannot process request as the payment method used for this transaction has been cleared.
insufficient card payments,"Operácia nemôže pokračovať, pretože zákazníci musia platiť rôznymi kartami",Operation cannot be proceed since customers different card payments are required to refund,Operation cannot be proceed since customers different card payments are required to refund
invoice_price_type,Všetky riadkové položky by mali mať rovnaký typ ceny (daňová exkluzívna / daňová inkluzívna).,All lineitem should of same price type(Tax Exclusive/ Tax Inclusive).,All lineitem should of same price type(Tax Exclusive/ Tax Inclusive).
referenced_line_item_not_found,Odkazovaná riadková položka na úhradu {0} nie je pripojená k faktúre {1},The referenced charge line item {0} is not attached to invoice {1},The referenced charge line item {0} is not attached to invoice {1}
refund_failed,Operácia vrátenia platby zlyhala. Chybová správa: {0},Refund operation failed. Error message: {0},Refund operation failed. Error message: {0}
operation_failed,{0},{0},{0}
product_type_mismatch,Digitálne aj nedigitálne produkty nemôžete fakturovať pomocou rovnakej faktúry.,You cannot bill both digital and non-digital products using the same invoice.,You cannot bill both digital and non-digital products using the same invoice.
invoice.operation_not_suppoerted,{0},{0},{0}
address_change_not_supported,"Adresa sa nedá zmeniť, pretože sa tým mení použitá daň",Address cannot be changed as it changes the applied tax,Address cannot be changed as it changes the applied tax
