key,value,reference value,description
sub_details_card.metered_item.footnote,Množství se může lišit v závislosti na využití během zúčtovacího období.,Quantity may vary based on usage during the billing period.,
account_hierarchy.forwarded.note,"Tento e-mail jste obdrželi, protože platíte za předplatné a poplatky tohoto zákazníka",You're receiving this email because you are paying for this customer's subscriptions and charges,
invoice_details_card.download_link.warning_msg,Platnost tohoto odkazu vyprší za 7 dní.,This link will expire in 7 days.,
sub_details_card.metered_item.units,Jednotky,Units,
card_offline_pm.instruction.text,"Po příjezdu našeho servisního agenta se ujistěte, že jste připraveni na přesnou částku.",Please make sure you are ready with the exact amount upon the arrival of our service agent.,
download_attachments_note.message,Zde si můžete stáhnout a zobrazit podrobnosti. Platnost tohoto odkazu vyprší za 7 dní.,You can download and view the details here. This link will expire in 7 days.,
account_hierarchy.parent_email.forwarded.note,"Tento e-mail jste obdrželi, protože jste rodičem tohoto zákazníka.",You are receiving this email as you are the parent of this customer.,
account_hierarchy.child_email.forwarded.note,Tato faktura byla zaplacena vaším rodičovským účtem,This invoice was paid by your parent account,
download_attachments_note.link_text,Stažení,Download,
invoice_details_card.download_link.text,Stáhněte a zobrazte všechny jedné nebo více faktur,Download and view all invoices,
