key,value,reference value,description
sub_details_card.metered_item.footnote,Količina se lahko razlikuje glede na uporabo v obračunskem obdobju.,Quantity may vary based on usage during the billing period.,
account_hierarchy.forwarded.note,"To e-poštno sporočilo ste prejeli, ker plačujete naročnine in stroške te stranke",You're receiving this email because you are paying for this customer's subscriptions and charges,
invoice_details_card.download_link.warning_msg,Ta povezava bo potekla čez 7 dni.,This link will expire in 7 days.,
sub_details_card.metered_item.units,Enote,Units,
card_offline_pm.instruction.text,"Prepričajte se, da ste ob prihodu našega servisa pripravljeni s točnim zneskom.",Please make sure you are ready with the exact amount upon the arrival of our service agent.,
download_attachments_note.message,Podrobnosti lahko prenesete in si ogledate tukaj. Ta povezava bo potekla čez 7 dni.,You can download and view the details here. This link will expire in 7 days.,
account_hierarchy.parent_email.forwarded.note,"To e-poštno sporočilo ste prejeli, ker ste starš te stranke.",You are receiving this email as you are the parent of this customer.,
account_hierarchy.child_email.forwarded.note,Ta račun je plačal vaš starševski račun,This invoice was paid by your parent account,
download_attachments_note.link_text,Prenesi,Download,
invoice_details_card.download_link.text,Prenesite in si oglejte vse enega ali več računov,Download and view all invoices,
