key,value,reference value,description
sub_details_card.metered_item.footnote,Kiekis gali skirtis atsižvelgiant į naudojimąsi atsiskaitymo laikotarpiu.,Quantity may vary based on usage during the billing period.,
account_hierarchy.forwarded.note,"Gavote šį el. Laišką, nes mokate už šio kliento prenumeratas ir mokesčius",You're receiving this email because you are paying for this customer's subscriptions and charges,
invoice_details_card.download_link.warning_msg,Šios nuorodos galiojimo laikas baigsis po 7 dienų.,This link will expire in 7 days.,
sub_details_card.metered_item.units,Vienetai,Units,
card_offline_pm.instruction.text,"Prašome įsitikinti, kad būsite pasiruošę tiksliai nurodyti sumą, atvykus mūsų paslaugų agentui.",Please make sure you are ready with the exact amount upon the arrival of our service agent.,
download_attachments_note.message,Išsamią informaciją galite atsisiųsti ir peržiūrėti čia. Šios nuorodos galiojimo laikas baigsis po 7 dienų.,You can download and view the details here. This link will expire in 7 days.,
account_hierarchy.parent_email.forwarded.note,"Gaunate šį el. Laišką, nes esate šio kliento tėvai.",You are receiving this email as you are the parent of this customer.,
account_hierarchy.child_email.forwarded.note,Ši sąskaita buvo apmokėta iš jūsų tėvų sąskaitos,This invoice was paid by your parent account,
download_attachments_note.link_text,parsisiųsti,Download,
invoice_details_card.download_link.text,Atsisiųskite ir peržiūrėkite visas vieną ar daugiau sąskaitų faktūrų,Download and view all invoices,
