key,value,reference value,description
not_supported_for_moving_out_resource,"За съжаление сега тази операция не е възможна. Моля, опитайте отново след известно време или се свържете с нас за съдействие.",Sorry this operation is not possible now. Please try again after some time or contact us for assistance.,Sorry this operation is not possible now. Please try again after some time or contact us for assistance.
login_mismatch_error,Влизането не бе успешно поради неправилни идентификационни данни.,Login failed due to incorrect credentials.,Login failed due to incorrect credentials.
recaptcha_verification_failed,Проверката на рекапча не бе успешна. Опитай пак,Recaptcha verification failed. Try again,Recaptcha verification failed. Try again
password_too_short,Паролата ви трябва да съдържа поне 8 знака,Your password must have atleast 8 characters,Your password must have atleast 8 characters
invalid_url,"Ами сега! Изглежда, че този URL адрес е изтекъл или невалиден.",Oops! This URL appears to be either expired or invalid.,Oops! This URL appears to be either expired or invalid.
portal_access_disabled_for,Достъпът до клиентски портал е забранен.,Customer portal access is disabled.,Customer portal access is disabled.
invalid_return_cancel_url,Ами сега! URL адресът за връщане или анулиране е невалиден.,Oops! The return or cancel URL is invalid.,Oops! The return or cancel URL is invalid.
portal_access_disabled_for_api,Достъпът до клиентски портал чрез API е деактивиран.,Customer portal access via API is disabled.,Customer portal access via API is disabled.
login_site_mismatch_error,"Моля, проверете имейл адреса. Тази регистрация работи само ако вече сте „Абонат“ на тази услуга.","Please verify the email id. This signup works only if you are already a ""Subscriber"" of this service.","Please verify the email id. This signup works only if you are already a ""Subscriber"" of this service."
same_password_error,Новата парола не трябва да бъде текущата парола,New password should not be the current password,New password should not be the current password
subscription_canceled ,"Това е анулиран абонамент. Моля, свържете се с нас за повече подробности.",This is a cancelled subscription. Please contact us for more details.,This is a cancelled subscription. Please contact us for more details.
portal_session_status_not_supported,Активирането на сесия на портала не се поддържа за тази заявка.,Activating a portal session is not supported for this request.,Activating a portal session is not supported for this request.
password_not_valid,"Паролата ви трябва да съдържа поне един главен знак, малък регистър и номер","Your password must have atleast one uppercase character, lowercase character and a number","Your password must have atleast one uppercase character, lowercase character and a number"
setup_not_completed,"Все още не сте настроили акаунта си в портала за клиенти. Използвайте опцията „Регистрация“, за да започнете.",You have not setup your customer portal account yet. Use the ''Sign Up'' option to get started.,You have not setup your customer portal account yet. Use the ''Sign Up'' option to get started.
invalid_otp_error,Влизането не бе успешно поради неправилни идентификационни данни.,Login failed due to incorrect credentials.,Login failed due to incorrect credentials.
email_not_verified,"Не сте потвърдили имейла си. Използвайте опцията „Регистрация“, за да започнете.",You have not verified your email. Use the ''Sign Up'' option to get started.,You have not verified your email. Use the ''Sign Up'' option to get started.
otp_mismatch_error,Невалидна еднократна парола,Invalid one time password,Invalid one time password
account_locked_error,Вашият акаунт е заключен поради съображения за сигурност.,Your account has been locked due to security reasons.,Your account has been locked due to security reasons.
portal_token_invalid,Токенът на портала е изтекъл или невалиден.,Portal token has been expired or invalid.,Portal token has been expired or invalid.
email_should_not_be_sent,Не е позволено да се актуализира имейл адрес.,Email address is not allowed to be updated.,Email address is not allowed to be updated.
