key,value,reference value,description
portal.action.success.not_signed_up,Henüz kaydolmadınız. Kayıt bağlantısını e-postanıza gönderdik.,You haven't signed up yet. We've sent the sign up link to your email.,You haven't signed up yet. We've sent the sign up link to your email.
portal.action.success.payment_src_removed_backup,Yedek ödeme yöntemi olarak işaretlenmemiş %{payment_method}.,Unmarked %{payment_method} as Backup payment method.,after removing the tag to the payment method as Backup. eg: Unmarked Visa (...4444) as Backup payment method.
portal.action.notice.portal_login,Bu e-posta adresini kullanarak müşteri portalı hesabınızı zaten kurdunuz. Lütfen buradan giriş yapınız.,You've already setup your customer portal account using this email address. Please login here.,You've already setup your customer portal account using this email address. Please login here.
portal.action.success.payment_src_updated, %{payment_method} ayrıntıları güncellendi.,%{payment_method} details have been updated.,after the card details have been updated. eg: Visa (...4444) details have been updated.
portal.action.error.maximum_number_exceeded,Bu banka hesabını doğrulamak için maksimum deneme sayısını aştınız,You have exceeded the maximum number of attempts to verify this bank account,You have exceeded the maximum number of attempts to verify this bank account
portal.action.success.email_not_verified_login,E-postanızı doğrulamadınız. Hesabınıza başka bir doğrulama e-postası gönderildi. Giriş yapmak için e-posta kimliğinizi doğrulamanız gerekiyor.,You haven't verified your email. Another verfication email has been sent to your account. You need to verify your email ID to login.,You haven't verified your email. Another verfication email has been sent to your account. You need to verify your email ID to login.
portal.action.success.forgot_password,"Bu e-posta kimliğini kullanarak abone olduysanız, şifre sıfırlama talimatlarını alacaksınız.",You will receive the password reset instructions if you have subscribed using this email ID.,You will receive the password reset instructions if you have subscribed using this email ID.
portal.action.error.url_expired_invalid,URL'nin süresi dolmuş veya geçersiz görünüyor. Başka bir bağlantı istemek için lütfen e-posta adresinizi girin.,The URL appears to be either expired or invalid. Please enter your email address to request another link.,The URL appears to be either expired or invalid. Please enter your email address to request another link.
portal.action.success.not_completed_signup,Kaydınızı henüz tamamlamadınız. E-postanıza kayıt bağlantısını yeniden gönderdik.,You haven't completed your sign up yet. We've resent the sign up link to your email.,You haven't completed your sign up yet. We've resent the sign up link to your email.
portal.action.success.change_password,Şifreniz başarıyla değiştirildi.,Your password has been changed successfully.,Your password has been changed successfully.
portal.action.success.payment_src_added, %{payment_method} bir ödeme yöntemi olarak eklendi,%{payment_method} added as a payment method, after the card details have been added. eg: Visa (...4444) added as a payment method.
portal.action.success.verified_account,Hesabınızı başarıyla doğruladınız. Giriş yapın.,You have successfully verified your account. Login here.,You have successfully verified your account. Login here.
portal.action.success.shipping_address_update,Gönderim adresi ayrıntılarınız başarıyla güncellendi.,Successfully updated your shipping address details.,Successfully updated your shipping address details.
portal.action.success.billing_address_update,Fatura adresi ayrıntılarınız başarıyla güncellendi.,Successfully updated your billing address details.,Successfully updated your billing address details.
portal.action.success.subscription_cancelled_removed_card,Aboneliğiniz başarıyla iptal edildi ve kredi kartınız kaldırıldı.,Successfully canceled your subscription and your credit card removed.,Successfully canceled your subscription and your credit card removed.
portal.action.success.subscription_cancelled,Aboneliğinizi başarıyla iptal ettiniz.,Successfully canceled your subscription.,Successfully canceled your subscription.
portal.action.success.payment_method_removed, %{payment_method} silindi.,%{payment_method} deleted.,Deleting a payment method. eg: Visa (...4444) deleted.
portal.action.notice.email_not_verified,Müşteri portalınızı zaten kurdunuz. Bir doğrulama e-postası gönderildi. Lütfen e-posta adresinizi doğrulayın ve giriş yapmayı deneyin.,You've already setup your customer portal. A verification email has been sent. Please verify your email address and try logging in.,You've already setup your customer portal. A verification email has been sent. Please verify your email address and try logging in.
portal.action.success.payment_src_marked_primary, %{payment_method} Birincil ödeme yöntemi olarak işaretlendi.,%{payment_method} marked as Primary payment method.,after associating a tag to the payment method as Primary. eg: Visa (...4444) marked as Primary payment method.
portal.action.success.subscription_change,Aboneliğiniz başarıyla güncellendi.,Successfully updated your subscription.,Successfully updated your subscription.
portal.action.success.account_update,Hesap detaylarınız başarıyla güncellendi.,Successfully updated your account details.,Successfully updated your account details.
portal.action.error.password_expired,Şifrenizin süresi doldu. Lütfen buradan değiştirin.,Your password has expired. Please change it here.,Your password has expired. Please change it here.
portal.action.success.reset_password,Başarılı: Şifreniz sıfırlandı! Giriş yapın.,Success: Your password has been reset! Login here.,Success: Your password has been reset! Login here.
portal.action.notice.complete_setup,Kaydınızı tamamlamanız için talimatları içeren bir e-posta gönderdik.,We've sent an email with instructions to complete your sign up.,We've sent an email with instructions to complete your sign up.
portal.action.success.payment_src_marked_backup, %{payment_method} Yedek ödeme yöntemi olarak işaretlendi.,%{payment_method} marked as Backup payment method.,after associating a tag to the payment method as Backup. eg: Visa (...4444) marked as Backup payment method.
portal.action.success.bank_account_verified,Banka hesabı başarıyla doğrulandı.,The bank account is successfully verified.,The bank account is successfully verified.
