key,value,reference value,description
not_supported_for_moving_out_resource,"Sorry, deze operatie is nu niet mogelijk. Probeer het na enige tijd opnieuw of neem contact met ons op voor hulp.",Sorry this operation is not possible now. Please try again after some time or contact us for assistance.,Sorry this operation is not possible now. Please try again after some time or contact us for assistance.
login_mismatch_error,Inloggen mislukt vanwege onjuiste inloggegevens.,Login failed due to incorrect credentials.,Login failed due to incorrect credentials.
recaptcha_verification_failed,Recaptcha-verificatie is mislukt. Probeer het opnieuw,Recaptcha verification failed. Try again,Recaptcha verification failed. Try again
password_too_short,Uw wachtwoord moet minimaal 8 tekens lang zijn,Your password must have atleast 8 characters,Your password must have atleast 8 characters
invalid_url,Oeps! Deze URL lijkt verlopen of ongeldig te zijn.,Oops! This URL appears to be either expired or invalid.,Oops! This URL appears to be either expired or invalid.
portal_access_disabled_for,Toegang tot het klantportaal is uitgeschakeld.,Customer portal access is disabled.,Customer portal access is disabled.
invalid_return_cancel_url,Oeps! De retour- of annulerings-URL is ongeldig.,Oops! The return or cancel URL is invalid.,Oops! The return or cancel URL is invalid.
portal_access_disabled_for_api,Toegang tot het klantportaal via API is uitgeschakeld.,Customer portal access via API is disabled.,Customer portal access via API is disabled.
login_site_mismatch_error,"Verifieer het e-mailadres. Deze aanmelding werkt alleen als u al een ""abonnee"" van deze service bent.","Please verify the email id. This signup works only if you are already a ""Subscriber"" of this service.","Please verify the email id. This signup works only if you are already a ""Subscriber"" of this service."
same_password_error,Het nieuwe wachtwoord mag niet het huidige wachtwoord zijn,New password should not be the current password,New password should not be the current password
subscription_canceled ,Dit is een opgezegd abonnement. Voor meer details kunt u contact met ons opnemen.,This is a cancelled subscription. Please contact us for more details.,This is a cancelled subscription. Please contact us for more details.
portal_session_status_not_supported,Het activeren van een portalsessie wordt niet ondersteund voor dit verzoek.,Activating a portal session is not supported for this request.,Activating a portal session is not supported for this request.
password_not_valid,"Uw wachtwoord moet minimaal één hoofdletter, kleine letter en een cijfer bevatten","Your password must have atleast one uppercase character, lowercase character and a number","Your password must have atleast one uppercase character, lowercase character and a number"
setup_not_completed,U heeft uw klantportal-account nog niet ingesteld. Gebruik de optie 'Aanmelden' om aan de slag te gaan.,You have not setup your customer portal account yet. Use the ''Sign Up'' option to get started.,You have not setup your customer portal account yet. Use the ''Sign Up'' option to get started.
invalid_otp_error,Inloggen mislukt vanwege onjuiste inloggegevens.,Login failed due to incorrect credentials.,Login failed due to incorrect credentials.
email_not_verified,Je hebt je e-mailadres niet geverifieerd. Gebruik de optie 'Aanmelden' om aan de slag te gaan.,You have not verified your email. Use the ''Sign Up'' option to get started.,You have not verified your email. Use the ''Sign Up'' option to get started.
otp_mismatch_error,Ongeldig eenmalig wachtwoord,Invalid one time password,Invalid one time password
account_locked_error,Uw account is om veiligheidsredenen vergrendeld.,Your account has been locked due to security reasons.,Your account has been locked due to security reasons.
portal_token_invalid,Portaaltoken is verlopen of ongeldig.,Portal token has been expired or invalid.,Portal token has been expired or invalid.
email_should_not_be_sent,E-mailadres mag niet worden bijgewerkt.,Email address is not allowed to be updated.,Email address is not allowed to be updated.
