key,value,reference value,description
minimal.card.page_heading,ขอขอบคุณที่อัปเดตรายละเอียดวิธีการชำระเงิน!,Thank you for updating your payment method details!,Thank you for updating your payment method details!
rhapsody.header.title,บริการสมัครสมาชิกที่ยอดเยี่ยมของฉัน,My awesome subscription service,My awesome subscription service
minimal.checkout.page_title,เช็คเอาท์,Checkout,Checkout
elegant.checkout.page_heading,ขอบคุณสำหรับการสมัครรับข้อมูล!,Thank you for subscribing!,Thank you for subscribing!
inspire.portal.page_title,พอร์ทัลลูกค้า,Customer Portal,Customer Portal
rhapsody.footer.content,สงวนลิขสิทธิ์. ลิขสิทธิ์© 2015.,All Right Reserved. Copyright &copy; 2015.,All Right Reserved. Copyright &copy; 2015.
minimal.thankyou.page_title,ขอขอบคุณ,Thank You,Thank You
elegant.thankyou.page_heading,คุณสมัครสำเร็จแล้ว!,You've successfully signed up!,You've successfully signed up!
elegant.customer_portal.page_title,พอร์ทัลลูกค้า,Customer Portal,Customer Portal
rhapsody.thankyou.page_heading,คุณสมัครสำเร็จแล้ว!,You've successfully signed up!,You've successfully signed up!
elegant.checkout.aside_content,<h4> เราให้ความสำคัญกับความเป็นส่วนตัวของคุณ </h4> <p> เราจะไม่ขายหรือแจกจ่ายข้อมูลติดต่อของคุณ อ่านนโยบายความเป็นส่วนตัวของเรา </p> <hr> <h4> คำถามเกี่ยวกับการเรียกเก็บเงิน </h4> <p> อย่าลังเลที่จะติดต่อทีมสนับสนุนของเราหากคุณมีข้อสงสัยใด ๆ </p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>,<h4>We value your Privacy.</h4><p>We will not sell or distribute your contact information. Read our Privacy Policy.</p><hr><h4>Billing Enquiries</h4><p>Do not hesitate to reach our support team if you have any queries.</p>
minimal.footer.content,สงวนลิขสิทธิ์. ลิขสิทธิ์© 2015.,All Rights Reserved. Copyright &copy; 2015.,All Rights Reserved. Copyright &copy; 2015.
elegant.header.title,บริการสมัครสมาชิกที่ยอดเยี่ยมของฉัน,My awesome subscription service,My awesome subscription service
rhapsody.thankyou.content,ข้อมูลบัญชีของคุณถูกส่งไปยังที่อยู่อีเมลของคุณแล้ว,Your account information has been sent to your email address.,Your account information has been sent to your email address.
minimal.header.title,บริการสมัครสมาชิกที่ยอดเยี่ยมของฉัน,My awesome subscription service,My awesome subscription service
minimal.customer_portal.page_title,พอร์ทัลลูกค้า,Customer Portal,Customer Portal
inspire.thankyou.page_title,ขอขอบคุณ,Thank You,Thank You
minimal.card.aside_content,<p> โปรดทราบว่านี่เป็นเพียงการอัปเดตวิธีการชำระเงินของคุณเท่านั้น </p> <p> เราจะเรียกเก็บเงินจากคุณตามการตั้งค่าการเรียกเก็บเงินที่คุณมีอยู่ </p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>
minimal.thankyou.content,ข้อมูลบัญชีของคุณถูกส่งไปยังที่อยู่อีเมลของคุณแล้ว,Your account information has been sent to your email address.,Your account information has been sent to your email address.
elegant.card.aside_content,<p> โปรดทราบว่านี่เป็นเพียงการอัปเดตวิธีการชำระเงินของคุณเท่านั้น </p> <p> เราจะเรียกเก็บเงินจากคุณตามการตั้งค่าการเรียกเก็บเงินที่คุณมีอยู่ </p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>,<p>Please note that this is only an update of your payment method.</p><p>We will bill you as per your existing billing setup.</p>
elegant.card.page_heading,ขอขอบคุณที่อัปเดตรายละเอียดวิธีการชำระเงิน!,Thank you for updating your payment method details!,Thank you for updating your payment method details!
minimal.card.page_title,อัปเดตวิธีการชำระเงินของคุณ,Update your payment method,Update your payment method
inspire.thankyou.content,"<div class=""text-center""> <h3> คุณสมัครสำเร็จแล้ว! </h3> <p> ข้อมูลบัญชีของคุณถูกส่งไปยังที่อยู่อีเมลของคุณแล้ว </p> </div>",<div class='text-center'><h3>You've successfully signed up!</h3><p>Your account information has been sent to your email address.</p></div>,<div class='text-center'><h3>You've successfully signed up!</h3><p>Your account information has been sent to your email address.</p></div>
minimal.checkout.page_heading,ขอบคุณสำหรับการสมัครรับข้อมูล!,Thank you for subscribing!,Thank you for subscribing!
rhapsody.card.page_title,อัปเดตวิธีการชำระเงินของคุณ,Update your payment method,Update your payment method
rhapsody.checkout.page_title,เช็คเอาท์,Checkout,Checkout
rhapsody.thankyou.page_title,ขอขอบคุณ,Thank You,Thank You
elegant.checkout.page_title,เช็คเอาท์,Checkout,Checkout
elegant.thankyou.content,ข้อมูลบัญชีของคุณถูกส่งไปยังที่อยู่อีเมลของคุณแล้ว,Your account information has been sent to your email address.,Your account information has been sent to your email address.
elegant.card.page_title,อัปเดตวิธีการชำระเงินของคุณ,Update your payment method,Update your payment method
rhapsody.customer_portal.page_title,พอร์ทัลลูกค้า,Customer Portal,Customer Portal
minimal.thankyou.page_heading,คุณสมัครสำเร็จแล้ว!,You've successfully signed up!,You've successfully signed up!
